crop,area,rainfall,temperature,fertilizer,yield_per_acre
Banana,20.25,309.6,17.0,59.2,16.608
Banana,7.88,162.6,40.1,155.3,28.827
Potato,19.95,367.1,32.6,21.1,4.299
Onion,16.58,193.3,34.8,115.5,5.943
Millets,6.02,187.4,18.0,72.8,0.682
Millets,13.04,20.2,35.7,35.0,0.902
Banana,9.17,49.3,37.8,91.3,21.637
Maize,1.65,85.6,37.1,102.0,2.249
Groundnut,22.42,119.4,24.3,197.3,1.246
Rice,19.38,199.2,32.9,128.6,2.101
Maize,23.18,151.2,26.8,91.5,2.215
Potato,15.86,201.3,13.4,58.2,7.526
Onion,10.21,163.8,25.4,95.0,8.674
Onion,16.92,309.9,18.2,163.1,5.899
Tomato,16.17,24.5,14.9,9.0,8.471
Rice,5.59,327.5,22.7,73.7,1.98
Sugarcane,17.56,98.5,34.9,111.5,30.367
Onion,13.16,128.7,34.8,6.4,6.628
Cotton,4.8,29.2,13.4,18.0,0.493
Chickpea,17.84,70.8,16.8,179.1,0.984
Wheat,2.83,338.0,34.0,32.5,0.711
Mustard,8.66,70.9,23.3,149.1,0.753
Rice,18.18,121.3,13.3,42.8,1.596
Maize,1.38,56.2,22.7,203.4,2.655
Mustard,1.41,349.9,16.1,52.1,0.552
Millets,10.57,96.9,34.2,166.1,1.094
Potato,4.51,35.3,17.0,54.1,9.897
Mustard,3.19,135.0,37.6,188.2,0.638
Soybean,0.55,234.9,30.1,52.0,1.003
Wheat,23.92,146.0,40.4,22.9,1.029
Tomato,14.82,47.0,27.1,38.1,10.934
Maize,17.36,146.8,28.2,213.7,2.613
Onion,4.84,207.8,35.5,204.4,7.171
Millets,24.7,187.7,35.2,114.0,0.749
Cotton,4.47,266.0,28.6,95.2,0.614
Wheat,12.93,73.7,19.8,95.0,1.99
Cotton,23.58,222.9,20.0,175.8,0.625
Banana,12.56,397.8,38.2,204.5,18.186
Sugarcane,19.34,79.3,35.1,75.2,26.148
Groundnut,10.73,115.1,39.5,156.8,1.359
Rice,15.26,243.1,22.8,183.6,2.29
Millets,15.73,375.8,20.1,174.0,0.604
Onion,18.2,335.5,28.1,24.5,4.432
Rice,1.08,159.1,30.6,125.4,2.4
Mustard,17.18,355.6,36.8,157.3,0.392
Soybean,23.54,347.3,40.4,136.2,0.595
Chickpea,8.52,153.4,24.8,205.7,0.767
Groundnut,10.41,263.0,20.6,1.9,0.539
Mustard,6.32,223.3,16.8,61.2,0.535
Cotton,24.37,112.7,26.0,116.2,0.764
Cotton,18.47,348.4,20.5,183.8,0.498
Chickpea,20.33,261.9,29.1,102.1,0.57
Chickpea,12.7,251.2,23.4,84.0,0.718
Sugarcane,20.54,166.1,29.4,213.9,32.303
Chickpea,23.17,292.3,23.3,19.7,0.505
Sugarcane,19.7,180.7,37.3,63.9,29.582
Soybean,13.38,347.2,16.6,134.1,0.744
Wheat,9.16,23.3,28.0,216.8,1.747
Groundnut,6.04,233.6,17.7,209.4,0.848
Sugarcane,15.82,21.5,26.1,178.1,29.358
Mustard,17.21,373.2,23.0,181.6,0.569
Onion,14.16,254.8,25.3,22.5,4.932
Wheat,12.44,27.8,26.5,83.0,1.631
Maize,15.76,138.9,29.5,194.9,2.719
Banana,12.05,222.7,23.7,64.9,22.729
Chickpea,22.92,43.4,22.4,36.6,0.881
Soybean,11.67,232.4,38.8,150.4,1.009
Maize,14.06,96.5,37.5,104.4,2.335
Millets,11.42,148.8,20.9,148.5,0.911
Rice,21.67,324.3,36.3,183.7,1.911
Millets,5.92,383.8,27.1,57.8,0.566
Onion,20.67,283.1,16.6,96.5,5.143
Groundnut,5.14,302.3,32.2,53.8,0.77
Tomato,10.78,276.0,40.5,218.8,6.656
Chickpea,2.18,245.3,26.5,147.6,0.598
Soybean,4.59,160.8,29.3,77.2,1.156
Wheat,1.46,163.3,41.2,105.2,1.123
Potato,20.94,88.0,19.5,211.7,12.084
Soybean,16.36,205.4,38.8,123.3,0.992
Cotton,4.15,114.9,12.8,129.4,0.759
Maize,6.19,192.2,15.1,187.6,2.284
Cotton,15.11,362.6,30.4,108.0,0.654
Potato,5.83,232.2,15.4,178.1,9.528
Wheat,10.75,204.1,16.7,53.3,1.112
Onion,5.09,28.8,27.2,180.9,9.119
Wheat,9.19,281.2,41.7,93.1,0.707
Cotton,4.83,188.8,39.9,36.9,0.58
Onion,7.05,21.8,15.8,93.8,8.152
Groundnut,21.32,395.4,25.9,218.3,0.811
Maize,1.98,62.0,27.4,202.8,2.595
Soybean,20.37,393.6,39.2,23.3,0.499
Potato,5.53,126.4,38.0,141.9,8.642
Potato,10.55,126.3,25.1,174.0,11.973
Soybean,19.85,335.7,12.1,52.2,0.661
Tomato,3.38,44.6,40.3,186.7,10.812
Groundnut,16.16,75.8,16.0,73.4,1.109
Sugarcane,1.1,228.0,37.6,5.7,23.837
Millets,9.81,102.0,19.1,179.2,1.059
Maize,10.52,330.4,32.7,210.1,1.699
Rice,4.69,45.4,25.9,97.9,1.862
Wheat,6.73,395.6,26.8,157.3,1.147
Tomato,17.27,393.7,16.6,95.9,6.821
Chickpea,16.11,107.9,31.4,137.0,0.805
Mustard,15.37,222.4,20.7,52.6,0.528
Cotton,7.47,286.4,18.3,25.9,0.407
Rice,14.36,122.1,16.6,1.6,1.415
Mustard,17.56,328.0,31.7,201.7,0.422
Banana,4.33,22.5,13.0,187.8,21.463
Groundnut,3.11,284.7,23.5,170.4,0.854
Rice,16.42,246.2,37.4,44.1,1.968
Groundnut,12.2,130.6,12.8,177.2,1.202
Potato,9.75,208.5,21.9,145.7,8.813
Cotton,2.83,185.1,29.5,189.6,0.905
Chickpea,8.8,118.5,16.6,84.8,0.882
Banana,7.17,384.1,33.5,81.3,17.897
Soybean,16.14,344.8,15.3,118.8,0.684
Onion,15.24,73.5,41.1,100.9,8.847
Millets,6.7,329.2,27.9,214.3,0.788
Tomato,19.37,76.1,20.5,206.7,10.788
Maize,19.53,98.6,34.3,130.7,2.56
Potato,11.6,142.5,28.1,8.0,6.766
Groundnut,22.48,168.5,40.5,170.8,1.112
Banana,8.84,328.8,16.4,214.9,19.5
Banana,17.51,136.4,13.0,35.9,18.017
Rice,7.67,378.9,37.2,118.8,2.133
Groundnut,14.83,369.6,34.4,161.7,0.8
Mustard,19.42,50.8,13.7,193.9,0.783
Mustard,15.31,84.9,24.6,4.6,0.739
Groundnut,8.71,233.8,32.9,199.6,0.988
Wheat,5.18,61.4,31.8,28.3,1.495
Mustard,10.7,119.1,39.1,157.6,0.596
Groundnut,10.88,157.0,24.0,187.8,1.322
Mustard,23.12,245.3,17.0,27.8,0.456
Rice,15.5,376.9,13.6,77.6,1.555
Millets,19.91,80.2,40.0,56.4,0.92
Soybean,16.17,228.2,37.3,133.6,0.982
Sugarcane,18.15,38.0,31.4,195.6,30.569
Potato,20.54,396.6,16.7,151.6,6.772
Millets,4.75,114.9,38.4,215.0,1.07
Rice,12.11,273.7,15.1,215.4,1.953
Wheat,4.01,380.0,38.9,217.9,0.896
Potato,9.03,163.3,26.9,200.7,10.215
Rice,22.92,124.0,27.8,174.8,2.135
Tomato,13.42,311.3,16.9,157.3,7.234
Millets,1.97,53.2,34.1,86.1,1.302
Wheat,18.34,218.8,30.0,187.1,1.026
Mustard,13.32,172.7,19.8,160.7,0.763
Banana,20.3,227.7,38.0,63.2,19.189
Millets,3.29,220.8,18.9,13.6,0.467
Soybean,24.45,359.8,41.4,6.3,0.498
Mustard,18.55,391.7,24.2,128.4,0.496
Sugarcane,15.92,362.0,31.8,143.7,26.322
Rice,9.56,331.7,31.3,65.9,1.955
Groundnut,3.33,37.4,16.1,190.9,1.253
Cotton,8.79,175.7,36.4,49.3,0.693
Millets,16.51,43.6,40.7,63.2,1.034
Potato,8.47,294.6,13.0,202.6,7.107
Banana,4.88,392.9,34.3,174.6,22.175
Soybean,7.63,216.9,23.4,93.5,1.14
Tomato,20.37,102.8,26.2,145.0,12.636
Maize,6.96,70.5,36.4,119.2,2.6
Cotton,3.75,215.4,20.0,27.8,0.52
Onion,1.89,41.4,34.2,45.5,8.0
Tomato,24.07,88.4,32.5,179.3,13.128
Sugarcane,14.08,96.2,20.9,211.9,31.104
Groundnut,20.4,223.3,31.4,100.6,0.993
Mustard,12.31,325.1,38.4,56.2,0.346
Chickpea,20.37,100.5,38.0,22.6,0.669
Chickpea,0.79,304.1,23.9,208.0,0.768
Maize,17.72,279.6,21.7,196.4,1.838
Banana,10.26,185.4,13.6,68.2,21.561
Chickpea,20.87,354.5,33.4,143.7,0.517
Cotton,22.94,177.8,29.9,103.8,0.763
Chickpea,5.37,372.6,29.9,10.2,0.479
Banana,17.94,127.6,20.8,190.4,25.151
Banana,6.32,83.2,33.5,84.0,22.435
Chickpea,24.62,133.6,26.2,145.2,0.807
Mustard,8.94,144.2,30.8,146.4,0.63
Maize,9.75,180.0,16.2,142.6,2.38
Groundnut,1.12,208.5,13.2,146.5,0.865
Wheat,2.83,67.1,32.0,7.1,1.381
Chickpea,19.21,83.4,26.9,21.7,0.817
Maize,18.95,91.6,18.4,104.2,2.28
Banana,14.77,128.2,40.4,183.7,23.346
Mustard,7.7,133.9,21.3,35.3,0.649
Banana,22.78,345.9,28.5,145.3,26.152
Tomato,11.32,274.4,32.4,132.9,7.289
Rice,5.63,120.2,14.4,206.0,2.049
Chickpea,24.65,182.5,22.0,45.9,0.621
Soybean,17.3,367.4,17.7,152.3,0.77
Maize,7.36,34.9,23.8,196.4,2.424
Mustard,7.54,83.8,41.4,95.2,0.68
Potato,11.49,200.2,19.7,109.4,10.614
Wheat,6.54,158.8,31.1,103.0,1.346
Onion,16.3,262.0,18.7,165.0,5.413
Mustard,5.73,176.9,38.7,6.2,0.286
Tomato,6.14,174.0,15.0,182.5,11.381
Wheat,14.84,82.0,15.2,101.8,2.052
Millets,2.09,133.7,35.5,187.3,1.116
Rice,4.71,148.9,31.5,62.7,2.31
Wheat,17.2,205.2,32.1,0.9,0.794
Potato,15.43,267.4,17.8,73.1,8.981
Potato,7.75,355.2,38.5,115.7,5.149
Banana,2.38,67.9,24.2,152.2,20.915
Soybean,0.68,89.0,25.1,151.8,1.571
Groundnut,21.96,120.9,28.2,31.7,1.132
Groundnut,13.08,190.3,17.6,205.5,0.961
Onion,20.47,29.2,19.5,106.1,8.243
Groundnut,8.76,191.1,23.0,8.8,0.886
Soybean,19.4,138.3,41.0,217.1,1.13
Wheat,13.87,119.2,14.1,75.8,1.555
Mustard,23.1,389.1,28.0,123.9,0.488
Rice,4.47,381.7,29.1,4.5,1.532
Onion,20.02,68.6,37.5,173.0,9.144
Banana,12.92,48.9,29.4,215.7,29.435
Cotton,12.6,349.4,40.9,198.3,0.484
Onion,15.58,106.1,27.6,184.5,9.046
Wheat,8.67,342.5,27.1,144.9,1.138
Millets,19.62,247.4,36.7,25.5,0.501
Rice,2.04,267.0,30.5,93.6,2.305
Wheat,6.84,21.1,40.5,37.4,1.221
Rice,20.07,398.1,30.6,55.7,1.878
Tomato,3.17,289.6,36.9,59.4,7.357
Rice,16.19,213.7,20.7,216.7,1.733
Millets,16.65,362.5,16.0,23.0,0.443
Wheat,16.68,388.2,33.3,169.8,0.876
Maize,14.44,156.1,26.1,113.5,2.522
Sugarcane,15.41,156.2,36.4,12.4,22.822
Cotton,2.79,177.2,24.3,165.7,0.826
Soybean,20.84,38.2,27.5,142.8,1.153
Sugarcane,7.2,165.0,22.4,213.7,32.482
Rice,22.32,378.9,17.3,166.9,1.46
Banana,12.82,308.4,34.0,183.3,21.182
Sugarcane,3.46,277.0,22.2,142.1,37.638
Millets,22.1,263.4,30.7,213.6,0.733
Groundnut,17.37,155.1,30.0,179.8,1.272
Maize,20.89,147.3,31.8,193.1,2.524
Soybean,17.79,338.3,19.6,164.3,0.851
Mustard,24.39,176.8,19.0,184.6,0.599
Chickpea,18.76,372.7,36.6,139.3,0.48
Potato,2.35,299.3,33.5,190.4,6.382
Groundnut,4.05,59.0,22.4,174.5,1.44
Potato,6.42,152.4,26.4,184.7,11.916
Maize,15.18,167.9,17.5,112.4,1.988
Mustard,8.44,334.8,31.8,99.1,0.474
Cotton,12.87,86.3,38.1,20.0,0.67
Maize,11.8,246.2,39.6,62.9,1.635
Chickpea,3.47,42.4,35.7,100.6,0.89
Sugarcane,19.55,376.1,24.0,151.7,27.825
Tomato,21.7,365.3,30.9,145.0,7.556
Soybean,11.25,301.3,41.3,164.1,0.937
Potato,12.76,246.9,14.5,108.2,7.415
Maize,2.63,157.3,40.6,1.6,1.628
Chickpea,9.61,244.2,41.0,140.7,0.444
Onion,7.57,357.1,12.2,99.8,5.307
Maize,23.68,190.7,39.2,128.8,1.827
Potato,12.51,26.7,22.1,115.1,9.503
Maize,11.38,386.3,16.4,219.4,1.487
Tomato,16.04,101.7,34.5,186.6,12.335
Mustard,21.91,44.1,40.9,206.6,0.719
Wheat,21.24,249.9,26.8,204.8,1.203
Potato,21.36,187.4,20.8,111.4,9.164
Banana,18.9,170.0,33.1,34.6,20.439
Maize,4.46,88.6,34.8,108.4,2.505
Chickpea,6.51,366.1,35.1,18.8,0.386
Onion,10.61,194.6,23.0,109.2,8.501
Onion,13.85,297.6,16.5,29.4,5.115
Groundnut,12.14,234.3,30.4,60.3,0.883
Banana,12.65,245.7,30.4,135.7,23.827
Groundnut,12.74,377.6,40.4,73.8,0.66
Mustard,24.37,372.4,25.2,76.9,0.455
Soybean,9.51,270.9,24.6,110.4,1.076
Maize,15.23,279.6,36.6,175.2,1.693
Mustard,6.73,158.1,28.6,52.5,0.507
Onion,8.71,260.4,32.9,86.8,5.205
Sugarcane,22.6,82.5,39.5,118.4,27.326
Onion,19.71,279.4,24.3,58.8,5.067
Mustard,14.55,234.3,39.7,100.5,0.369
Onion,18.43,396.8,36.1,8.7,3.926
Tomato,25.0,34.4,29.9,131.9,11.148
Soybean,20.45,85.4,15.1,36.6,0.906
Banana,2.91,265.5,32.5,48.0,20.788
Sugarcane,10.79,209.8,23.9,40.3,30.003
Mustard,7.1,134.1,18.1,137.8,0.716
Wheat,20.31,238.8,37.8,171.9,0.885
Maize,14.26,395.1,22.7,52.7,1.332
Cotton,6.61,372.5,29.8,129.8,0.627
Millets,10.2,141.9,33.9,162.5,0.925
Banana,16.07,206.7,36.7,14.3,19.914
Groundnut,13.35,213.5,23.7,117.1,1.043
Onion,10.26,131.7,18.4,189.2,8.639
Groundnut,12.39,108.0,25.5,203.6,1.489
Cotton,17.72,295.1,16.5,76.3,0.421
Mustard,4.84,48.6,37.4,171.8,0.828
Chickpea,1.52,76.4,19.7,154.9,1.073
Chickpea,20.36,28.9,12.1,66.0,0.84
Tomato,8.23,231.6,13.2,0.3,6.189
Millets,2.88,352.3,31.2,197.6,0.832
Tomato,9.17,70.9,15.1,5.5,9.411
Onion,0.97,281.4,23.7,116.2,6.34
Soybean,3.31,226.1,37.9,164.9,1.169
Sugarcane,9.22,341.4,33.7,207.5,29.937
Wheat,12.95,186.0,26.0,95.2,1.325
Mustard,23.64,271.9,17.8,92.5,0.471
Millets,2.22,268.6,26.0,57.4,0.602
Tomato,1.8,359.0,29.3,121.3,7.926
Mustard,5.66,165.7,31.4,29.6,0.431
Onion,20.96,217.4,23.0,55.4,5.733
Mustard,20.33,298.3,22.6,50.4,0.525
Cotton,8.89,383.5,30.8,144.7,0.647
Soybean,11.92,391.2,32.0,33.9,0.554
Soybean,7.1,256.3,38.3,135.5,1.06
Groundnut,1.36,281.0,33.6,81.8,0.803
Mustard,20.12,159.5,18.7,46.8,0.505
Tomato,16.25,76.6,28.5,55.1,11.021
Potato,21.48,63.9,19.6,207.8,10.807
Onion,1.74,167.4,30.4,87.9,7.44
Mustard,24.51,215.1,25.9,155.0,0.508
Tomato,11.22,209.9,21.2,167.0,10.486
Rice,21.21,260.8,35.8,51.2,1.873
Tomato,10.54,355.1,35.7,84.0,6.231
Chickpea,7.23,157.0,32.3,198.7,0.635
Onion,18.35,154.2,12.5,7.2,5.236
Mustard,21.25,260.1,35.2,110.6,0.403
Sugarcane,20.52,200.2,38.3,81.4,28.976
Rice,16.84,249.7,33.1,20.0,1.633
Mustard,13.93,55.3,24.9,139.4,0.978
Chickpea,5.07,372.6,13.0,60.0,0.493
Millets,17.29,29.0,13.2,45.3,0.8
Sugarcane,10.06,107.5,21.7,184.2,29.772
Potato,13.9,61.6,13.8,72.0,9.39
Rice,3.24,133.4,26.5,55.3,1.953
Groundnut,16.46,288.5,24.2,126.1,0.732
Banana,9.24,335.9,35.2,63.2,19.162
Groundnut,12.81,328.3,28.9,78.0,0.837
Maize,17.47,215.4,28.6,134.1,2.119
Potato,17.27,273.1,39.8,162.0,5.205
Potato,22.5,362.2,22.5,177.2,7.486
Onion,10.23,177.9,30.3,211.8,7.426
Maize,18.97,315.9,32.9,129.4,1.495
Mustard,3.86,146.9,18.9,143.6,0.816
Sugarcane,4.39,270.6,15.7,83.6,27.896
Wheat,21.54,179.5,15.3,43.8,1.292
Cotton,10.55,375.7,28.8,111.6,0.625
Soybean,20.97,68.3,24.3,62.2,1.099
Onion,18.5,131.1,24.3,92.2,9.269
Millets,0.95,297.4,14.9,138.8,0.573
Groundnut,19.19,229.1,17.3,196.7,0.876
Onion,15.43,229.9,28.0,19.8,5.603
Soybean,6.02,323.2,37.5,4.1,0.571
Chickpea,0.74,25.2,26.0,179.1,0.972
Wheat,23.15,180.0,17.7,101.0,1.4
Maize,11.3,91.6,33.0,77.1,2.481
Chickpea,10.32,104.2,37.8,45.9,0.658
Rice,7.8,178.6,25.5,172.4,2.453
Onion,18.66,395.2,33.3,61.3,4.747
Soybean,11.05,270.6,26.7,28.1,1.012
Mustard,11.37,151.6,26.0,128.1,0.618
Chickpea,17.26,397.8,16.7,34.0,0.533
Banana,16.02,347.6,32.4,2.8,17.695
Maize,11.45,282.8,31.7,84.2,1.901
Maize,23.63,107.7,15.6,29.7,2.09
Chickpea,11.95,52.1,19.4,76.4,0.96
Cotton,7.78,38.3,21.3,206.1,0.786
Potato,7.05,71.6,26.9,154.4,11.633
Mustard,6.41,394.9,26.7,110.5,0.48
Wheat,19.06,235.7,16.1,7.2,0.87
Soybean,21.73,393.7,32.2,142.1,0.845
Maize,12.47,163.4,32.5,18.7,1.887
Potato,19.07,335.4,26.7,77.6,6.339
Rice,2.74,331.3,15.8,91.8,1.801
Wheat,24.59,288.0,35.0,147.4,0.889
Wheat,4.99,226.0,14.3,198.9,1.344
Soybean,5.73,204.1,21.6,36.6,1.151
Sugarcane,18.62,295.9,19.3,61.1,25.061
Sugarcane,21.6,301.0,21.1,9.5,19.574
Sugarcane,8.93,265.6,40.6,198.8,31.142
Groundnut,24.0,170.3,15.0,99.5,0.885
Rice,23.48,216.5,23.2,62.0,1.69
Mustard,17.47,260.3,17.9,98.2,0.513
Potato,5.75,357.9,36.2,160.9,4.765
Chickpea,11.45,88.5,13.3,88.5,0.937
Tomato,23.19,375.2,12.4,114.2,5.767
Banana,15.31,213.2,24.9,11.6,18.201
Tomato,6.43,88.0,37.5,6.3,10.231
Cotton,22.97,351.2,22.7,177.0,0.53
Mustard,22.14,199.3,17.0,127.3,0.467
Potato,21.71,164.1,20.5,150.8,12.783
Banana,11.26,295.4,15.2,93.7,20.188
Soybean,13.85,319.4,38.8,46.8,0.705
Tomato,9.41,329.1,27.5,178.4,9.425
Banana,24.08,104.0,34.1,3.1,18.134
Banana,9.65,340.4,26.3,146.0,20.002
Maize,14.11,341.3,38.8,100.4,1.134
Sugarcane,23.52,296.5,24.9,109.6,29.334
Groundnut,23.55,116.9,17.4,99.5,1.31
Wheat,6.74,120.7,19.1,132.7,1.979
Tomato,22.29,211.7,23.3,87.1,8.875
Tomato,1.51,48.7,26.4,117.1,13.613
Tomato,3.96,326.9,38.9,83.1,6.203
Soybean,16.74,46.5,38.6,166.5,1.022
Sugarcane,18.64,68.9,33.9,131.8,26.65
Sugarcane,10.87,226.3,17.4,116.0,32.024
Sugarcane,9.19,77.6,26.1,99.1,31.201
Soybean,6.46,105.3,13.0,163.1,1.204
Groundnut,19.8,229.1,33.3,44.7,0.848
Cotton,9.24,212.3,34.4,199.9,0.867
Soybean,6.03,132.3,39.2,46.1,1.185
Maize,1.15,304.6,16.4,146.6,1.553
Banana,22.48,38.9,21.1,172.3,22.572
Groundnut,11.17,210.9,41.8,148.2,0.988
Soybean,8.39,211.4,39.7,48.2,0.88
Sugarcane,15.92,311.5,31.0,178.6,31.646
Rice,24.33,191.9,14.5,117.8,1.764
Mustard,11.51,300.2,12.5,144.6,0.549
Soybean,24.28,297.4,15.9,109.6,0.862
Onion,19.73,240.8,33.9,164.1,5.474
Soybean,19.07,103.1,15.0,35.5,1.029
Rice,23.45,24.9,41.9,195.0,1.558
Millets,14.16,394.2,26.1,209.8,0.746
Sugarcane,4.43,59.5,33.2,72.1,27.425
Cotton,23.46,95.9,23.2,200.1,0.959
Sugarcane,9.89,67.7,35.7,184.6,26.82
Mustard,8.77,267.9,33.1,195.2,0.485
Onion,10.39,328.4,38.8,61.3,4.282
Sugarcane,15.39,82.9,35.8,103.6,28.643
Groundnut,20.91,38.7,25.2,92.2,1.244
Chickpea,14.26,305.2,26.8,183.0,0.658
Maize,4.59,318.0,16.4,32.9,1.318
Cotton,10.01,186.0,25.5,168.6,0.803
Mustard,15.43,85.1,12.8,171.0,0.968
Rice,19.0,263.9,38.5,78.8,1.901
Mustard,19.68,145.1,30.0,119.0,0.597
Chickpea,1.33,363.1,31.2,134.9,0.649
Onion,6.19,267.0,33.6,138.5,5.578
Rice,14.93,286.0,24.2,124.1,2.193
Mustard,19.43,164.4,35.3,148.3,0.399
Maize,19.39,68.0,16.8,90.0,2.125
Cotton,8.42,347.5,39.0,200.8,0.529
Cotton,20.06,309.5,19.7,49.9,0.398
Maize,15.38,26.0,18.8,182.8,2.049
Mustard,21.47,75.7,40.6,45.6,0.598
Banana,8.17,246.2,22.3,162.7,23.555
Banana,11.31,51.8,39.6,199.3,20.383
Rice,15.27,52.5,14.1,172.9,1.637
Banana,7.29,34.2,41.5,21.3,14.226
Tomato,15.77,68.0,30.6,74.0,10.912
Tomato,15.62,362.2,34.5,35.7,5.97
Mustard,1.02,27.9,19.6,23.5,0.822
Groundnut,1.56,112.5,13.7,116.7,1.107
Cotton,9.18,20.2,36.8,80.0,0.722
Wheat,17.86,230.9,29.7,94.3,1.016
Potato,2.25,152.8,25.9,29.4,9.135
Cotton,0.71,105.0,32.4,181.2,0.858
Millets,7.19,382.6,31.3,28.9,0.694
Potato,3.63,173.3,26.7,158.9,11.264
Rice,17.06,275.5,17.5,141.4,1.94
Soybean,14.12,202.3,31.4,177.5,1.262
Rice,16.46,33.1,36.8,66.5,1.474
Maize,19.23,104.7,24.0,91.1,2.572
Potato,16.01,399.5,30.0,31.0,4.564
Sugarcane,13.61,142.5,27.5,119.5,33.553
Sugarcane,17.6,103.0,24.7,181.5,30.782
Potato,4.96,44.3,31.6,97.7,8.949
Rice,9.85,87.9,13.0,87.8,1.795
Rice,22.34,110.5,20.2,21.7,1.528
Wheat,23.46,263.7,35.6,48.4,0.625
Rice,3.17,270.3,30.0,181.3,2.481
Banana,12.51,229.7,14.3,23.8,19.049
Millets,3.4,72.2,19.8,61.3,0.962
Maize,23.21,150.3,13.9,185.7,2.37
Groundnut,9.4,46.8,38.4,205.4,1.202
Banana,3.61,163.6,29.6,9.5,21.284
Soybean,23.58,36.8,16.5,127.8,0.928
Sugarcane,6.81,253.2,41.0,138.5,27.464
Millets,17.49,214.3,26.8,107.4,0.725
Groundnut,9.0,90.2,25.2,141.5,1.387
Mustard,20.57,340.5,30.6,121.4,0.433
Millets,12.0,220.2,36.0,164.1,0.66
Soybean,24.46,386.8,20.4,219.7,0.746
Potato,18.15,38.2,32.6,183.7,9.838
Sugarcane,8.7,123.5,24.2,126.2,32.213
Maize,13.94,200.5,23.2,131.0,2.206
Banana,11.94,213.3,30.9,15.1,21.957
Soybean,19.71,226.4,38.2,166.0,0.958
Onion,19.93,296.9,37.7,21.3,3.746
Rice,3.18,79.0,24.0,124.1,1.891
Mustard,14.24,102.3,37.4,58.3,0.643
Potato,1.49,202.2,31.6,193.6,9.038
Groundnut,24.79,164.7,19.4,97.5,1.006
Banana,2.71,257.2,23.5,172.3,26.624
Wheat,11.12,215.7,40.3,1.6,0.688
Rice,24.79,70.2,36.7,114.4,1.836
Wheat,7.89,200.7,41.3,20.9,0.719
Potato,3.6,339.2,20.3,44.1,6.115
Millets,18.52,33.6,24.6,153.3,1.049
Millets,4.24,29.9,25.7,109.3,1.046
Sugarcane,18.34,388.7,34.7,215.3,25.362
Soybean,10.09,206.9,36.7,119.1,1.007
Maize,7.57,240.0,31.5,34.3,1.82
Millets,5.2,177.1,31.2,161.3,0.956
Potato,18.2,119.1,21.2,2.6,7.698
Maize,15.25,386.9,42.0,82.4,1.188
Maize,24.04,218.9,22.0,34.3,1.833
Mustard,6.85,122.9,34.4,184.1,0.696
Mustard,17.37,189.7,20.3,114.5,0.566
Potato,2.24,366.5,40.9,116.3,4.343
Wheat,2.42,79.3,20.5,150.4,2.377
Chickpea,17.97,117.8,18.5,128.2,0.875
Wheat,15.91,27.3,19.0,99.1,1.81
Chickpea,22.04,369.2,26.4,59.9,0.559
Maize,23.5,70.8,21.0,72.4,2.15
Mustard,5.57,304.4,18.2,168.1,0.643
Rice,2.48,334.3,31.1,134.7,2.237
Banana,20.02,398.6,32.1,95.1,20.649
Potato,1.73,179.3,34.0,79.1,8.71
Wheat,4.6,335.9,33.6,168.1,1.037
Wheat,7.91,302.4,22.9,172.9,1.231
Chickpea,19.05,22.2,33.0,22.4,0.661
Millets,4.35,208.0,35.8,63.6,0.626
Mustard,4.75,89.8,32.9,155.0,0.77
Cotton,6.68,221.3,40.5,84.4,0.567
Onion,4.87,113.0,32.7,35.5,8.691
Groundnut,9.95,136.4,28.5,49.7,1.256
Banana,16.6,337.8,36.7,109.5,20.236
Chickpea,5.11,20.2,17.6,6.8,0.787
Banana,1.38,254.7,36.4,6.3,19.253
Chickpea,12.04,36.1,12.6,128.1,0.881
Mustard,2.41,360.9,12.6,66.3,0.526
Mustard,6.48,329.8,15.8,44.4,0.57
Cotton,15.26,359.9,14.1,1.3,0.298
Rice,21.3,375.4,36.0,142.9,1.963
Mustard,19.04,89.8,33.5,174.4,0.736
Mustard,18.38,298.3,39.0,42.7,0.345
Banana,15.98,373.9,13.5,47.1,16.807
Banana,2.42,256.6,24.0,53.3,25.079
Soybean,1.46,187.0,33.6,22.7,0.975
Tomato,15.59,292.9,19.5,164.5,7.44
Soybean,5.55,121.9,32.1,73.4,1.279
Banana,2.03,331.6,25.8,86.5,20.494
Onion,14.21,20.9,14.6,134.8,8.349
Chickpea,24.6,114.5,16.6,9.8,0.634
Wheat,7.21,62.0,13.6,50.7,1.812
Cotton,16.72,58.5,23.0,218.3,0.84
Sugarcane,2.45,173.9,18.9,207.1,32.635
Millets,14.44,136.7,28.3,191.6,0.934
Rice,17.35,57.1,34.7,45.9,1.44
Onion,8.09,234.4,20.6,1.9,4.81
Soybean,23.13,237.6,17.6,37.6,0.817
Onion,8.6,175.0,18.7,217.5,8.747
Wheat,14.41,231.1,30.4,198.9,1.142
Onion,7.14,122.3,36.8,105.2,8.551
Wheat,18.59,181.2,26.8,204.3,1.238
Soybean,6.01,221.9,12.3,61.4,0.972
Chickpea,11.66,247.6,18.8,47.9,0.563
Rice,24.37,136.8,18.2,216.5,1.964
Banana,1.63,374.8,37.1,65.9,21.083
Millets,10.73,248.9,15.3,212.6,0.597
Chickpea,3.65,274.3,38.7,30.3,0.392
Banana,5.5,282.1,31.4,191.8,23.715
Rice,5.2,264.2,38.3,159.1,2.213
Onion,15.93,229.5,39.5,71.1,3.84
