crop,soil_type,nitrogen,phosphorus,potassium,fertilizer
Chickpea,Clay,86.4,1.7,66.7,DAP
Millets,Black,32.8,99.7,87.8,Urea
Mustard,Laterite,54.5,124.1,130.5,Urea
Wheat,Red,127.9,114.7,17.4,MOP
Chickpea,Red,102.2,73.3,37.4,MOP
Banana,Laterite,93.2,71.2,36.5,MOP
Maize,Desert,24.7,74.0,52.6,Urea
Rice,Desert,134.1,49.0,48.6,Organic Compost
Millets,Loamy,3.7,69.5,21.4,Urea
Maize,Desert,12.4,108.9,116.3,Urea
Soybean,Desert,86.9,74.9,94.0,Organic Compost
Potato,Alluvial,61.9,104.1,128.6,Organic Compost
Wheat,Red,18.4,131.0,32.3,Urea
Onion,Black,2.5,31.4,69.0,Urea
Chickpea,Desert,76.3,16.5,87.5,DAP
Soybean,Sandy,110.1,138.0,80.7,Organic Compost
Wheat,Laterite,56.4,63.1,4.2,MOP
Groundnut,Desert,129.9,6.8,137.1,DAP
Banana,Alluvial,127.9,134.5,88.0,Organic Compost
Mustard,Red,80.1,102.4,78.6,Organic Compost
Mustard,Sandy,117.4,117.0,18.5,MOP
Millets,Alluvial,88.6,33.9,130.2,DAP
Chickpea,Laterite,102.4,29.0,12.8,NPK 10-26-26
Groundnut,Loamy,124.4,31.2,106.4,NPK 20-20-20
Cotton,Laterite,115.7,132.0,88.6,Organic Compost
Tomato,Sandy,38.6,129.2,81.6,Urea
Rice,Sandy,15.9,105.2,57.7,Urea
Sugarcane,Black,114.6,18.2,21.1,NPK 10-26-26
Groundnut,Alluvial,136.7,113.1,48.8,Organic Compost
Maize,Black,85.0,14.5,48.9,DAP
Chickpea,Alluvial,56.5,101.8,128.9,Urea
Banana,Red,47.1,93.9,70.0,Urea
Wheat,Black,97.9,103.1,15.3,MOP
Rice,Red,9.5,46.7,102.3,Urea
Cotton,Laterite,39.2,58.5,53.4,Urea
Groundnut,Alluvial,63.7,14.3,40.6,NPK 10-26-26
Groundnut,Sandy,59.2,94.1,12.3,MOP
Potato,Black,12.9,108.3,18.3,Urea
Maize,Clay,41.0,128.8,138.4,Urea
Soybean,Laterite,69.7,69.4,65.2,DAP
Millets,Black,19.7,49.2,81.3,Urea
Wheat,Black,108.0,31.7,4.6,NPK 10-26-26
Cotton,Black,128.8,130.7,14.7,MOP
Chickpea,Black,127.6,10.9,105.2,DAP
Cotton,Loamy,24.8,112.9,93.9,MOP
Sugarcane,Alluvial,74.4,115.8,54.2,Urea
Groundnut,Clay,120.1,126.6,87.7,Organic Compost
Maize,Sandy,97.9,1.4,38.5,NPK 10-26-26
Soybean,Alluvial,133.4,81.1,119.8,Organic Compost
Banana,Desert,15.6,67.0,68.1,Urea
Onion,Sandy,114.8,133.9,77.7,Organic Compost
Potato,Black,87.6,66.6,134.3,Organic Compost
Chickpea,Red,46.1,68.0,120.8,Urea
Onion,Alluvial,102.8,102.3,13.1,MOP
Millets,Black,121.0,1.6,130.8,DAP
Cotton,Sandy,84.1,96.9,109.2,Organic Compost
Wheat,Sandy,11.5,120.8,137.7,Urea
Chickpea,Black,105.8,37.7,134.7,DAP
Rice,Desert,25.4,105.4,91.2,Urea
Wheat,Black,123.1,62.5,18.8,MOP
Cotton,Alluvial,83.1,53.9,99.5,NPK 10-26-26
Soybean,Laterite,59.8,104.5,37.2,MOP
Soybean,Red,67.3,29.4,95.8,DAP
Chickpea,Laterite,78.1,52.8,98.2,Organic Compost
Tomato,Clay,73.2,51.4,28.2,MOP
Groundnut,Clay,16.9,30.2,93.1,Urea
Millets,Desert,4.1,123.0,101.6,Urea
Chickpea,Laterite,43.0,2.0,110.2,DAP
Rice,Black,38.7,121.8,40.3,Urea
Maize,Sandy,124.9,110.8,75.0,DAP
Maize,Desert,57.9,50.7,72.0,Urea
Sugarcane,Red,7.3,139.3,118.0,Urea
Onion,Alluvial,134.9,131.0,55.0,MOP
Soybean,Clay,91.5,97.0,38.4,MOP
Millets,Alluvial,65.8,103.8,52.1,Organic Compost
Chickpea,Loamy,89.5,136.0,78.8,Organic Compost
Tomato,Red,74.8,16.7,82.3,DAP
Cotton,Loamy,26.9,69.4,5.3,MOP
Cotton,Red,126.7,73.7,109.3,Organic Compost
Sugarcane,Sandy,121.9,31.6,42.5,NPK 10-26-26
Banana,Desert,85.3,94.9,16.0,MOP
Chickpea,Clay,87.6,114.4,97.1,Organic Compost
Potato,Sandy,54.7,52.0,107.4,Urea
Rice,Alluvial,70.6,40.4,70.6,Urea
Banana,Clay,70.0,57.9,4.5,MOP
Rice,Desert,10.3,99.4,11.6,Urea
Tomato,Alluvial,69.9,104.6,54.0,MOP
Potato,Red,47.9,21.2,66.0,DAP
Groundnut,Red,83.0,109.5,119.4,Organic Compost
Groundnut,Alluvial,78.1,99.5,107.9,Organic Compost
Banana,Desert,126.3,66.2,133.5,Organic Compost
Onion,Loamy,25.5,78.2,2.0,MOP
Rice,Desert,87.4,23.2,80.5,DAP
Soybean,Desert,92.5,35.0,139.6,DAP
Onion,Alluvial,4.1,74.0,121.1,Urea
Soybean,Sandy,135.7,99.8,22.7,Organic Compost
Wheat,Black,28.2,8.6,63.5,Urea
Maize,Alluvial,112.5,129.5,21.3,DAP
Groundnut,Alluvial,103.2,4.9,94.3,DAP
Banana,Black,91.5,69.2,28.8,MOP
Sugarcane,Sandy,117.7,98.2,30.9,MOP
Sugarcane,Clay,33.1,40.0,124.5,Urea
Rice,Alluvial,66.5,137.4,93.2,Urea
Sugarcane,Laterite,59.0,42.9,72.8,Urea
Soybean,Red,49.2,103.1,74.8,Urea
Tomato,Sandy,56.7,55.3,49.3,MOP
Wheat,Laterite,54.0,75.1,98.6,Urea
Chickpea,Loamy,119.2,103.5,25.2,MOP
Onion,Sandy,93.2,138.7,41.2,MOP
Cotton,Black,137.8,59.8,109.7,Organic Compost
Maize,Laterite,8.8,114.2,14.9,Urea
Maize,Desert,127.3,57.2,73.6,NPK 10-26-26
Tomato,Laterite,82.7,14.1,137.4,Organic Compost
Sugarcane,Loamy,69.7,33.5,138.1,DAP
Potato,Sandy,16.2,7.9,68.3,Urea
Chickpea,Laterite,41.1,2.3,131.7,DAP
Chickpea,Clay,2.2,13.6,23.8,NPK 20-20-20
Potato,Desert,55.6,112.2,16.3,MOP
Chickpea,Alluvial,32.3,13.4,1.5,MOP
Mustard,Laterite,7.6,55.2,61.2,Urea
Chickpea,Black,69.8,54.9,138.5,Organic Compost
Soybean,Alluvial,115.4,37.2,25.7,NPK 10-26-26
Maize,Loamy,86.2,1.1,36.5,NPK 10-26-26
Banana,Clay,54.0,80.8,130.5,Urea
Groundnut,Black,77.8,97.9,109.5,Organic Compost
Soybean,Sandy,96.6,7.6,76.3,DAP
Chickpea,Sandy,81.7,57.3,68.2,Organic Compost
Banana,Red,109.8,85.0,62.1,Organic Compost
Potato,Loamy,112.0,17.1,127.5,DAP
Potato,Red,1.4,14.7,20.2,NPK 20-20-20
Potato,Alluvial,134.4,92.2,114.9,Organic Compost
Soybean,Loamy,123.3,36.7,97.2,DAP
Onion,Desert,62.2,119.9,70.5,Organic Compost
Tomato,Red,63.2,36.1,4.2,NPK 10-26-26
Onion,Clay,123.6,122.2,77.5,Organic Compost
Tomato,Laterite,64.8,66.4,35.6,MOP
Chickpea,Laterite,136.5,24.1,10.7,NPK 10-26-26
Onion,Black,138.9,78.2,50.4,MOP
Rice,Laterite,29.2,55.2,40.1,Urea
Potato,Clay,36.8,87.0,99.2,Urea
Cotton,Laterite,50.2,52.2,62.5,Urea
Potato,Laterite,105.3,55.2,132.4,Organic Compost
Cotton,Laterite,84.2,76.1,132.6,Organic Compost
Maize,Laterite,83.4,83.5,110.2,Organic Compost
Millets,Alluvial,107.0,100.5,82.0,Organic Compost
Banana,Desert,103.4,36.0,42.7,NPK 10-26-26
Wheat,Desert,68.7,123.1,53.5,Organic Compost
Chickpea,Sandy,7.1,19.4,102.0,Urea
Cotton,Black,12.5,31.5,35.1,NPK 20-20-20
Maize,Desert,90.2,97.1,18.6,MOP
Groundnut,Desert,88.8,113.4,50.0,Organic Compost
Onion,Loamy,28.8,115.5,46.7,Urea
Cotton,Black,89.4,110.8,57.5,Organic Compost
Rice,Red,122.2,101.0,129.8,Organic Compost
Maize,Laterite,57.9,116.1,117.7,Urea
Soybean,Sandy,64.8,30.6,7.0,NPK 10-26-26
Sugarcane,Sandy,93.1,78.7,47.9,Organic Compost
Maize,Alluvial,20.7,88.0,107.5,Urea
Millets,Alluvial,114.0,83.6,42.2,MOP
Sugarcane,Desert,53.1,87.8,36.5,Urea
Wheat,Black,4.5,101.3,20.4,Urea
Mustard,Clay,118.5,41.9,17.4,MOP
Potato,Black,52.3,79.6,90.2,Urea
Millets,Black,121.2,132.3,89.9,Organic Compost
Maize,Sandy,18.0,125.6,29.2,Urea
Banana,Black,98.8,105.5,103.7,Organic Compost
Soybean,Loamy,83.7,100.8,69.9,Organic Compost
Potato,Sandy,23.8,91.3,20.8,MOP
Rice,Laterite,117.5,12.4,64.5,DAP
Groundnut,Clay,17.5,67.9,14.7,Urea
Wheat,Red,83.2,23.8,49.2,DAP
Rice,Loamy,0.5,139.0,58.3,Urea
Chickpea,Red,35.5,118.5,106.1,Urea
Maize,Clay,24.5,130.8,63.7,Urea
Mustard,Sandy,40.0,79.7,135.3,NPK 10-26-26
Soybean,Loamy,47.6,44.5,104.8,Urea
Potato,Clay,132.7,14.2,31.8,NPK 10-26-26
Chickpea,Laterite,87.7,28.1,62.8,DAP
Groundnut,Laterite,88.1,84.8,138.1,Organic Compost
Potato,Red,133.2,120.4,13.3,MOP
Banana,Loamy,13.6,79.0,29.8,Urea
Soybean,Clay,55.1,133.0,107.3,Urea
Mustard,Laterite,131.9,4.8,118.1,Urea
Groundnut,Black,44.1,103.3,125.9,Urea
Onion,Sandy,40.6,136.6,57.1,Urea
Tomato,Clay,51.4,48.0,95.1,Urea
Tomato,Sandy,120.0,135.3,46.2,MOP
Millets,Loamy,30.4,111.7,36.6,Urea
Soybean,Loamy,117.1,71.6,82.1,Organic Compost
Groundnut,Clay,56.3,81.2,118.4,Urea
Wheat,Red,37.2,79.3,40.8,Urea
Mustard,Black,62.5,65.3,73.6,Organic Compost
Rice,Loamy,51.4,126.1,71.6,Urea
Cotton,Loamy,51.9,103.4,24.8,MOP
Rice,Loamy,14.6,59.0,99.8,Urea
Cotton,Red,129.4,49.9,22.3,MOP
Soybean,Loamy,78.1,90.7,134.1,Organic Compost
Groundnut,Black,32.7,59.8,16.9,MOP
Chickpea,Clay,22.9,128.3,127.6,Urea
Cotton,Clay,99.6,49.9,78.6,Organic Compost
Cotton,Laterite,116.2,81.9,53.5,Organic Compost
Tomato,Desert,9.4,46.3,21.8,Urea
Cotton,Loamy,18.2,85.7,70.1,Urea
Cotton,Clay,99.3,0.7,134.4,DAP
Mustard,Alluvial,59.8,19.7,79.8,DAP
Tomato,Black,137.9,46.6,58.1,MOP
Wheat,Clay,27.5,17.9,123.4,Urea
Wheat,Clay,80.9,115.3,9.8,MOP
Rice,Red,8.2,107.1,25.0,Urea
Onion,Loamy,9.6,28.3,68.5,Urea
Cotton,Loamy,102.0,49.4,56.6,Organic Compost
Mustard,Red,7.1,81.2,24.2,Urea
Potato,Alluvial,8.4,39.9,61.4,Urea
Millets,Sandy,136.3,49.2,8.3,MOP
Cotton,Sandy,9.5,11.7,66.7,Urea
Onion,Loamy,30.7,134.3,71.7,Urea
Millets,Black,86.4,121.1,3.2,MOP
Soybean,Black,67.0,114.2,96.6,Organic Compost
Sugarcane,Black,116.6,86.0,9.7,MOP
Cotton,Alluvial,4.0,116.7,1.8,Urea
Mustard,Alluvial,123.2,6.3,52.2,DAP
Groundnut,Red,40.7,124.3,107.6,Urea
Cotton,Sandy,46.2,26.0,74.2,DAP
Tomato,Sandy,5.5,99.8,41.9,Urea
Groundnut,Desert,30.2,16.5,29.4,NPK 20-20-20
Sugarcane,Loamy,137.2,121.8,100.1,Organic Compost
Mustard,Red,129.9,75.5,22.8,MOP
Chickpea,Loamy,21.8,102.9,32.7,Urea
Chickpea,Red,81.0,41.0,5.7,MOP
Banana,Black,71.6,64.3,10.9,MOP
Wheat,Red,67.9,115.1,30.6,MOP
Rice,Alluvial,84.9,45.6,93.8,Organic Compost
Maize,Alluvial,58.6,135.5,38.5,Urea
Sugarcane,Loamy,36.5,109.1,0.5,MOP
Wheat,Loamy,128.4,1.3,84.1,MOP
Potato,Desert,60.8,135.5,95.5,Organic Compost
Soybean,Clay,35.9,96.0,95.2,Urea
Millets,Loamy,97.4,87.6,61.1,Organic Compost
Soybean,Red,31.4,88.3,26.6,Urea
Sugarcane,Red,59.0,95.5,123.9,Urea
Cotton,Red,47.3,105.0,127.1,Urea
Wheat,Loamy,53.1,66.9,60.5,Urea
Potato,Loamy,86.4,71.4,34.3,MOP
Rice,Black,98.1,110.4,117.6,Organic Compost
Maize,Desert,64.1,87.3,120.1,Urea
Mustard,Black,22.3,79.1,19.7,Urea
Tomato,Red,31.9,50.5,98.2,Urea
Soybean,Sandy,23.5,98.8,79.6,Urea
Rice,Sandy,121.4,36.1,68.0,NPK 10-26-26
Cotton,Desert,112.2,70.7,138.9,Organic Compost
Wheat,Sandy,107.7,116.3,95.9,Organic Compost
Cotton,Alluvial,25.3,120.2,56.3,Urea
Rice,Alluvial,68.8,57.3,74.8,Urea
Cotton,Alluvial,6.2,133.0,84.5,Urea
Chickpea,Desert,77.1,86.2,73.2,Organic Compost
Maize,Red,123.8,62.1,28.6,MOP
Onion,Alluvial,89.5,98.0,42.5,MOP
Onion,Laterite,105.7,124.1,114.1,Organic Compost
Soybean,Black,86.4,99.4,1.2,MOP
Rice,Alluvial,47.8,95.3,132.0,Urea
Rice,Loamy,52.1,55.8,9.5,MOP
Onion,Red,100.6,89.9,89.1,Organic Compost
Onion,Red,34.1,1.6,20.7,NPK 20-20-20
Chickpea,Desert,135.9,107.5,85.4,Organic Compost
Millets,Loamy,90.6,30.7,136.7,DAP
Sugarcane,Black,71.9,110.5,127.6,Urea
Groundnut,Laterite,43.4,52.7,31.9,MOP
Soybean,Alluvial,109.2,73.2,45.7,Organic Compost
Groundnut,Desert,67.3,77.7,24.2,NPK 20-20-20
Potato,Desert,37.5,48.7,16.1,MOP
Chickpea,Sandy,96.0,119.8,40.1,MOP
Millets,Desert,63.9,116.8,85.6,Organic Compost
Maize,Desert,45.4,89.9,35.6,Urea
Sugarcane,Loamy,36.5,138.4,19.7,Urea
Onion,Alluvial,95.6,64.7,78.4,Organic Compost
Banana,Clay,135.2,121.0,45.3,Organic Compost
Wheat,Alluvial,19.1,64.3,64.3,Urea
Banana,Laterite,89.8,133.6,24.2,MOP
Maize,Alluvial,28.0,138.2,5.5,Urea
Chickpea,Laterite,41.0,76.3,138.7,Urea
Potato,Laterite,95.6,122.1,32.1,MOP
Onion,Loamy,102.7,11.8,102.6,DAP
Sugarcane,Sandy,27.6,22.6,103.4,Urea
Wheat,Desert,63.7,32.1,107.8,DAP
Tomato,Loamy,104.4,43.5,30.2,MOP
Chickpea,Red,91.6,36.2,123.7,DAP
Mustard,Sandy,73.9,29.6,77.9,DAP
Millets,Desert,40.8,75.1,21.1,MOP
Chickpea,Red,130.1,88.6,25.9,MOP
Cotton,Sandy,18.9,111.9,78.1,Urea
Mustard,Black,38.9,23.4,112.5,Urea
Soybean,Laterite,135.5,139.2,110.8,Organic Compost
Maize,Desert,111.6,63.1,8.4,MOP
Cotton,Laterite,37.2,46.1,8.3,MOP
Groundnut,Red,36.2,85.5,38.7,Urea
Chickpea,Black,95.3,119.6,11.4,MOP
Maize,Clay,135.1,115.9,77.3,Organic Compost
Tomato,Alluvial,27.5,62.6,133.8,Urea
Cotton,Loamy,139.7,1.9,6.6,NPK 10-26-26
Sugarcane,Black,69.8,58.9,81.7,Urea
Tomato,Sandy,30.1,63.3,4.7,MOP
Millets,Sandy,29.2,84.2,61.2,Urea
Rice,Desert,17.4,68.6,36.1,Urea
Cotton,Alluvial,76.2,120.0,54.5,Organic Compost
Mustard,Black,128.6,110.8,54.8,Organic Compost
Onion,Loamy,93.9,18.0,130.6,DAP
Sugarcane,Desert,41.9,60.7,33.6,Urea
Banana,Black,17.5,93.9,22.0,Urea
Mustard,Loamy,98.6,108.9,81.2,Organic Compost
Potato,Loamy,87.6,36.1,20.2,NPK 10-26-26
Soybean,Alluvial,38.8,32.4,124.9,Urea
Mustard,Desert,116.0,105.7,24.7,MOP
Mustard,Clay,137.7,122.9,132.8,Organic Compost
Sugarcane,Laterite,72.1,64.2,21.7,MOP
Cotton,Alluvial,12.4,43.7,93.3,Urea
Maize,Loamy,104.9,59.2,61.9,Organic Compost
Mustard,Alluvial,81.4,105.0,36.9,MOP
Cotton,Red,71.8,122.4,103.3,Organic Compost
Banana,Loamy,15.2,97.9,85.7,Urea
Wheat,Alluvial,135.9,24.9,125.4,DAP
Cotton,Laterite,77.8,87.6,69.7,Organic Compost
Millets,Laterite,98.1,55.5,76.3,Organic Compost
Onion,Red,41.8,31.4,106.5,Urea
Millets,Alluvial,27.4,135.0,47.8,Urea
Onion,Sandy,49.4,69.0,126.1,Urea
Soybean,Sandy,30.4,36.6,124.8,Urea
Onion,Clay,17.1,114.6,2.7,MOP
Chickpea,Sandy,59.7,67.1,103.9,Urea
Soybean,Black,19.4,88.2,32.3,Urea
Mustard,Black,27.6,66.8,135.0,Urea
Wheat,Loamy,11.4,94.2,63.2,Urea
Maize,Laterite,93.6,28.0,116.7,DAP
Mustard,Red,134.9,22.5,2.8,NPK 10-26-26
Wheat,Loamy,15.5,22.3,18.3,NPK 20-20-20
Banana,Laterite,7.1,72.7,84.8,Urea
Onion,Desert,11.5,4.9,19.5,NPK 20-20-20
Sugarcane,Loamy,0.6,96.9,134.0,Urea
Onion,Alluvial,105.5,107.8,6.1,MOP
Maize,Black,88.6,101.7,31.2,MOP
Banana,Loamy,81.5,124.1,71.5,Organic Compost
Soybean,Sandy,93.2,26.8,38.7,NPK 10-26-26
Banana,Alluvial,6.3,7.0,129.0,Urea
Maize,Clay,134.9,98.1,72.1,Organic Compost
Maize,Sandy,121.5,116.1,69.0,Organic Compost
Cotton,Laterite,53.8,41.7,7.6,MOP
Sugarcane,Sandy,24.0,126.2,11.0,Urea
Potato,Laterite,31.2,14.4,8.4,NPK 20-20-20
Chickpea,Red,77.8,20.8,3.4,NPK 20-20-20
Wheat,Black,62.8,87.3,122.5,Organic Compost
Mustard,Loamy,104.4,102.1,121.9,Organic Compost
Banana,Loamy,67.7,93.0,33.3,MOP
Chickpea,Black,65.2,32.5,18.0,NPK 10-26-26
Millets,Loamy,25.6,133.3,4.1,MOP
Maize,Alluvial,30.4,25.5,77.9,Urea
Tomato,Loamy,109.4,114.1,87.2,Organic Compost
Groundnut,Loamy,2.1,71.5,18.0,Urea
Mustard,Red,0.5,43.0,21.6,Urea
Millets,Loamy,54.7,117.2,61.6,Urea
Mustard,Clay,25.0,123.9,27.0,Urea
Mustard,Loamy,54.1,138.0,107.1,Urea
Maize,Red,50.4,24.2,116.1,Organic Compost
Groundnut,Clay,3.1,39.8,49.8,Urea
Tomato,Black,15.1,0.4,108.5,Urea
Maize,Black,11.5,39.0,49.6,Urea
Soybean,Alluvial,137.2,37.6,61.8,DAP
Potato,Red,11.5,52.7,77.4,Urea
Maize,Red,124.5,76.5,100.4,MOP
Banana,Clay,45.6,73.3,134.4,Urea
Maize,Desert,134.5,113.2,92.9,Organic Compost
Sugarcane,Black,133.1,9.7,106.1,DAP
Soybean,Loamy,78.2,39.3,109.2,DAP
Millets,Red,41.3,48.5,105.7,Urea
Banana,Alluvial,19.9,12.0,25.0,NPK 20-20-20
Rice,Red,94.7,7.7,85.0,DAP
Millets,Red,123.7,9.1,137.2,DAP
Onion,Red,126.4,105.2,21.1,MOP
Onion,Black,18.4,8.5,7.5,NPK 20-20-20
Rice,Loamy,59.5,99.4,2.1,MOP
Wheat,Alluvial,75.1,66.6,102.3,Organic Compost
Onion,Clay,112.3,117.3,51.6,MOP
Chickpea,Clay,76.3,96.2,10.5,MOP
Mustard,Sandy,114.7,44.3,134.5,Organic Compost
Chickpea,Alluvial,116.8,35.6,46.2,DAP
Onion,Clay,5.0,105.2,112.4,Urea
Soybean,Desert,94.1,104.0,135.7,Organic Compost
Groundnut,Black,119.5,13.6,110.0,DAP
Sugarcane,Red,82.9,107.5,16.0,MOP
Groundnut,Alluvial,111.1,131.2,122.1,Organic Compost
Mustard,Clay,113.2,136.5,89.2,Organic Compost
Potato,Sandy,111.4,138.5,29.4,MOP
Sugarcane,Loamy,57.8,127.1,134.7,Urea
Sugarcane,Loamy,117.9,121.3,121.6,Organic Compost
Millets,Desert,23.1,10.4,33.9,NPK 20-20-20
Rice,Black,82.5,19.7,44.2,NPK 10-26-26
Sugarcane,Desert,94.7,125.0,100.2,Organic Compost
Wheat,Loamy,102.4,6.6,30.6,NPK 10-26-26
Millets,Loamy,116.6,22.2,137.4,DAP
Potato,Desert,74.1,26.2,49.1,NPK 10-26-26
Banana,Sandy,124.7,52.8,25.6,MOP
Sugarcane,Alluvial,28.1,7.1,122.1,Urea
Potato,Clay,6.6,91.1,93.1,Urea
Millets,Black,54.3,53.4,122.8,Urea
Tomato,Loamy,95.8,21.7,4.9,NPK 10-26-26
Maize,Alluvial,101.7,71.0,133.2,Organic Compost
Potato,Black,29.1,83.5,46.7,Urea
Millets,Alluvial,57.1,73.3,91.5,Urea
Onion,Desert,117.4,49.8,74.9,Organic Compost
Tomato,Desert,75.0,35.0,101.4,DAP
Soybean,Desert,10.5,47.0,131.9,Urea
Potato,Red,84.7,93.0,13.0,MOP
Wheat,Red,34.4,53.6,46.9,Urea
Groundnut,Loamy,60.1,28.0,58.9,DAP
Groundnut,Desert,24.3,120.2,86.2,Urea
Soybean,Desert,112.6,82.5,37.4,MOP
Onion,Alluvial,52.8,120.1,81.3,Urea
Millets,Desert,2.1,123.6,106.3,Urea
Rice,Alluvial,133.2,9.4,136.3,DAP
Wheat,Red,91.0,69.4,54.6,Organic Compost
Rice,Red,4.8,115.4,72.0,Urea
Cotton,Loamy,86.0,30.7,130.9,DAP
Chickpea,Desert,113.0,100.8,64.4,NPK 20-20-20
Cotton,Loamy,46.3,13.9,72.5,DAP
Tomato,Clay,70.3,16.3,15.8,NPK 10-26-26
Cotton,Desert,130.6,33.5,100.8,DAP
Potato,Desert,19.3,118.4,104.0,Urea
Potato,Red,117.1,21.1,74.7,DAP
Rice,Desert,114.7,99.2,105.9,Organic Compost
Potato,Loamy,70.2,82.1,96.8,Organic Compost
Soybean,Loamy,21.1,55.3,127.9,Urea
Tomato,Red,104.3,27.2,64.1,DAP
Maize,Red,126.2,122.9,70.4,Organic Compost
Groundnut,Sandy,32.7,93.8,80.2,Urea
Cotton,Red,32.6,33.2,51.5,Urea
Soybean,Alluvial,71.7,66.9,4.4,MOP
Mustard,Laterite,109.0,49.8,128.7,Organic Compost
Potato,Black,126.4,31.2,129.3,DAP
Wheat,Laterite,61.1,78.8,118.1,Organic Compost
Soybean,Laterite,118.9,66.1,58.5,Organic Compost
Soybean,Laterite,86.8,60.4,92.7,Organic Compost
Mustard,Red,54.9,53.2,10.6,MOP
Maize,Laterite,35.5,113.5,133.7,Urea
Onion,Red,18.4,96.9,67.5,Urea
Soybean,Red,108.7,72.2,123.5,Organic Compost
Onion,Alluvial,5.4,108.6,124.9,Urea
Potato,Black,49.8,70.3,111.7,Urea
Tomato,Desert,2.4,52.3,54.7,Urea
Wheat,Clay,107.0,75.1,97.7,Organic Compost
Rice,Laterite,61.2,48.4,89.1,Urea
Mustard,Clay,127.9,101.3,27.6,MOP
Cotton,Laterite,60.4,30.4,15.9,NPK 10-26-26
Sugarcane,Black,42.3,10.5,34.9,NPK 20-20-20
Chickpea,Black,39.5,74.7,65.8,Urea
Potato,Clay,93.5,95.2,60.7,Organic Compost
Onion,Laterite,134.3,60.8,93.1,Organic Compost
Potato,Red,37.1,64.2,69.1,Urea
Millets,Clay,103.5,102.6,65.8,Organic Compost
Onion,Laterite,45.5,15.4,18.0,NPK 20-20-20
Banana,Loamy,92.9,85.7,15.0,MOP
Soybean,Alluvial,107.3,121.9,3.1,MOP
Banana,Sandy,63.3,94.3,38.1,Urea
Banana,Laterite,67.7,4.0,58.3,DAP
Mustard,Alluvial,68.1,138.0,16.4,MOP
Tomato,Loamy,112.5,106.8,108.2,Organic Compost
Sugarcane,Clay,44.6,84.1,57.4,Urea
Groundnut,Alluvial,55.5,66.2,12.2,MOP
Wheat,Clay,128.7,11.2,120.3,DAP
Rice,Red,32.4,49.2,111.2,Urea
Maize,Red,97.0,86.0,58.9,Organic Compost
Sugarcane,Sandy,32.1,85.7,38.4,Urea
Chickpea,Sandy,80.0,117.1,139.0,Organic Compost
Potato,Loamy,120.9,25.4,107.0,DAP
Potato,Red,121.3,99.4,100.3,Organic Compost
Chickpea,Red,35.8,25.7,71.8,Urea
Tomato,Alluvial,118.0,40.9,127.9,Organic Compost
Tomato,Sandy,27.8,64.6,89.6,Urea
Millets,Red,124.8,33.1,59.1,DAP
Banana,Black,134.3,104.6,116.0,Organic Compost
Wheat,Laterite,59.1,91.2,115.1,Urea
Maize,Clay,90.4,41.2,56.9,Organic Compost
Wheat,Sandy,14.6,57.3,121.0,Urea
Maize,Laterite,58.6,88.5,21.7,MOP
Wheat,Black,73.2,4.3,72.3,DAP
Mustard,Clay,106.4,7.6,0.0,NPK 10-26-26
Groundnut,Sandy,36.5,56.6,109.2,Urea
Millets,Red,130.1,80.7,115.7,Organic Compost
Cotton,Alluvial,26.2,106.1,121.0,Urea
Tomato,Laterite,63.0,2.6,13.4,NPK 10-26-26
Millets,Alluvial,48.9,96.7,59.5,Urea
Cotton,Alluvial,122.4,18.9,28.7,NPK 10-26-26
Mustard,Clay,58.0,41.1,56.2,Urea
Onion,Clay,128.1,94.6,62.3,Organic Compost
Groundnut,Loamy,7.2,55.2,92.0,Urea
Cotton,Red,114.7,106.0,130.1,Organic Compost
Groundnut,Alluvial,61.2,108.3,115.2,Organic Compost
Sugarcane,Loamy,125.8,31.8,48.6,DAP
Onion,Laterite,78.6,8.5,109.1,DAP
Soybean,Clay,2.4,110.2,49.7,Urea
Banana,Black,75.2,41.9,0.5,MOP
Wheat,Black,131.6,76.1,0.2,MOP
Chickpea,Black,116.8,46.1,79.5,Organic Compost
Onion,Alluvial,95.2,20.8,100.3,DAP
Mustard,Alluvial,21.8,87.6,138.0,Urea
Wheat,Sandy,115.4,122.4,74.0,Organic Compost
Chickpea,Sandy,19.8,116.5,57.7,Urea
Soybean,Clay,15.6,136.5,133.1,Urea
Wheat,Sandy,5.2,61.2,123.8,Urea
Cotton,Red,94.5,98.7,9.1,MOP
Cotton,Laterite,26.9,40.1,22.7,Urea
Mustard,Desert,42.3,74.5,0.8,MOP
Rice,Black,90.6,61.5,21.7,MOP
Banana,Red,89.3,20.4,100.4,DAP
Sugarcane,Alluvial,22.7,35.9,63.0,Urea
Chickpea,Laterite,47.0,11.8,73.4,DAP
Millets,Sandy,29.4,119.8,92.9,Urea
Banana,Sandy,68.9,73.1,55.6,Urea
Soybean,Red,70.9,84.3,120.3,Organic Compost
Onion,Sandy,34.7,18.4,40.9,NPK 20-20-20
Soybean,Alluvial,30.4,98.3,11.1,MOP
Onion,Clay,65.8,25.3,15.7,NPK 10-26-26
Cotton,Red,58.2,43.1,52.0,Urea
Soybean,Alluvial,75.9,73.1,126.8,Organic Compost
Sugarcane,Clay,32.2,124.3,44.1,Urea
Rice,Clay,76.1,0.7,28.9,NPK 10-26-26
Tomato,Sandy,20.6,87.2,56.9,Urea
Maize,Laterite,133.0,21.7,35.5,NPK 10-26-26
Wheat,Laterite,27.7,10.2,137.3,Urea
