soil_type,temperature,humidity,rainfall,ph,crop
Alluvial,28.5,85.3,234.8,6.51,Banana
Black,20.0,54.8,66.1,6.28,Chickpea
Alluvial,32.5,88.6,229.2,6.83,Rice
Sandy,18.3,68.1,101.4,7.35,Wheat
Alluvial,22.5,44.4,58.5,6.9,Mustard
Sandy,26.2,75.1,232.2,6.21,Sugarcane
Black,21.2,50.9,85.0,7.12,Onion
Loamy,17.0,55.1,44.7,6.4,Wheat
Clay,23.8,71.3,261.0,6.1,Rice
Sandy,16.9,67.0,89.8,5.6,Potato
Loamy,29.9,63.6,73.3,8.06,Millets
Red,27.0,84.6,137.8,6.55,Soybean
Black,22.1,44.9,32.9,6.27,Mustard
Sandy,29.4,53.0,106.5,6.65,Groundnut
Alluvial,25.5,75.4,129.7,6.48,Banana
Black,26.1,52.7,95.9,6.0,Groundnut
Loamy,31.4,54.9,69.9,6.87,Cotton
Black,25.5,59.2,88.5,7.5,Soybean
Loamy,30.1,70.4,88.7,6.76,Cotton
Sandy,29.2,57.5,58.8,6.5,Groundnut
Alluvial,36.0,51.4,106.2,6.61,Cotton
Loamy,14.2,55.6,44.1,7.06,Mustard
Black,19.1,53.1,74.3,7.08,Wheat
Loamy,17.0,50.1,56.1,6.68,Wheat
Loamy,18.8,47.8,83.9,5.97,Chickpea
Clay,32.9,72.2,217.0,5.97,Rice
Black,19.4,58.0,76.5,6.83,Wheat
Sandy,33.6,61.2,122.4,6.01,Groundnut
Loamy,33.8,82.8,197.4,7.22,Sugarcane
Alluvial,17.4,57.1,54.2,6.07,Mustard
Sandy,32.1,82.3,239.3,6.24,Banana
Laterite,34.7,79.5,206.1,6.47,Rice
Black,23.8,56.0,63.9,6.67,Wheat
Alluvial,33.5,75.8,153.9,7.1,Sugarcane
Sandy,23.7,39.4,37.3,6.78,Millets
Alluvial,25.0,52.3,38.3,6.39,Mustard
Alluvial,16.5,60.3,47.1,6.49,Chickpea
Alluvial,30.8,80.2,208.9,6.19,Rice
Alluvial,26.4,79.2,213.2,6.76,Sugarcane
Alluvial,20.4,79.4,57.8,5.31,Potato
Loamy,27.8,48.3,103.8,6.16,Cotton
Black,27.4,49.3,96.1,6.09,Onion
Red,27.5,64.5,67.2,6.85,Groundnut
Laterite,31.5,65.0,98.0,6.79,Groundnut
Red,24.0,61.4,71.1,5.55,Millets
Black,29.6,84.6,125.6,5.97,Soybean
Loamy,22.8,84.0,132.2,7.02,Soybean
Loamy,32.1,56.7,120.0,6.14,Maize
Red,32.1,71.4,111.3,6.03,Soybean
Alluvial,28.0,87.6,200.2,6.67,Banana
Black,25.6,70.2,143.4,7.23,Soybean
Alluvial,16.6,57.0,69.2,7.6,Chickpea
Sandy,28.9,57.1,60.9,6.34,Groundnut
Black,28.5,52.9,77.6,7.2,Onion
Loamy,23.7,83.9,138.8,5.42,Potato
Black,24.9,48.2,68.4,6.67,Mustard
Loamy,22.1,60.4,81.2,6.36,Mustard
Laterite,24.2,56.9,44.4,6.71,Millets
Black,27.7,70.0,170.4,6.15,Sugarcane
Loamy,21.7,53.2,52.6,6.03,Wheat
Red,31.7,62.9,124.7,7.18,Soybean
Red,28.9,66.5,76.3,6.5,Soybean
Loamy,15.9,74.5,69.6,6.43,Potato
Black,22.1,45.1,56.4,6.29,Mustard
Red,25.8,84.1,154.9,6.51,Soybean
Red,25.3,59.2,182.1,6.92,Soybean
Loamy,13.7,46.6,41.3,7.17,Mustard
Alluvial,19.3,56.9,74.0,6.21,Mustard
Alluvial,24.6,49.9,52.2,7.52,Mustard
Loamy,29.3,61.1,125.0,6.09,Tomato
Alluvial,32.5,76.7,126.8,6.18,Banana
Red,29.3,68.2,74.4,6.15,Tomato
Red,23.5,77.2,88.1,6.07,Maize
Red,22.0,59.0,91.8,5.86,Maize
Black,20.8,72.1,81.3,6.3,Onion
Alluvial,21.1,63.9,59.7,6.56,Tomato
Laterite,26.0,89.1,118.5,7.27,Banana
Alluvial,19.4,49.5,79.0,7.07,Mustard
Red,26.2,68.0,96.9,6.68,Tomato
Alluvial,16.5,75.9,123.3,5.2,Potato
Red,20.0,72.3,127.8,6.93,Tomato
Loamy,21.3,51.5,79.2,6.4,Chickpea
Black,18.2,54.3,88.1,7.43,Wheat
Laterite,29.3,80.0,206.6,5.96,Rice
Laterite,25.1,70.4,48.4,5.98,Groundnut
Red,33.0,64.2,105.7,6.01,Groundnut
Alluvial,24.9,61.3,81.3,6.17,Tomato
Black,32.4,80.4,101.7,5.88,Maize
Clay,33.0,50.6,84.2,6.0,Groundnut
Alluvial,30.1,80.0,82.9,6.81,Maize
Alluvial,21.0,62.4,132.3,6.14,Tomato
Red,26.4,63.3,113.7,7.86,Cotton
Black,21.7,84.9,138.2,6.89,Soybean
Laterite,33.7,80.1,206.4,6.34,Rice
Loamy,17.0,39.2,74.2,6.71,Mustard
Alluvial,24.4,66.6,144.6,5.96,Soybean
Alluvial,20.6,57.8,58.9,6.84,Mustard
Sandy,18.3,67.2,126.7,6.43,Potato
Red,29.5,55.2,66.0,7.64,Millets
Red,21.8,63.3,78.3,7.46,Soybean
Alluvial,24.8,84.2,182.4,7.54,Sugarcane
Black,21.2,45.8,65.9,6.33,Mustard
Laterite,27.9,70.4,60.9,6.31,Groundnut
Loamy,24.2,52.7,59.7,6.75,Chickpea
Loamy,31.4,68.3,119.3,6.52,Maize
Laterite,29.5,83.1,244.2,6.93,Banana
Red,30.7,46.0,100.1,7.46,Cotton
Sandy,18.5,70.4,141.4,5.4,Potato
Red,31.5,40.6,94.8,6.32,Millets
Sandy,18.4,76.3,130.9,5.2,Potato
Loamy,31.6,56.0,67.9,6.78,Maize
Laterite,25.2,77.8,154.9,5.74,Rice
Black,24.1,48.1,41.7,7.38,Mustard
Loamy,21.8,49.9,76.7,6.2,Wheat
Black,17.8,44.6,32.1,7.18,Mustard
Loamy,22.2,69.5,86.1,6.66,Wheat
Black,34.2,79.2,187.1,6.61,Sugarcane
Laterite,29.1,84.9,203.4,6.72,Banana
Sandy,29.5,46.7,78.9,7.05,Millets
Loamy,21.7,58.2,156.6,6.89,Maize
Red,32.1,63.1,104.1,6.23,Groundnut
Red,35.2,62.9,89.8,7.31,Cotton
Alluvial,26.4,64.4,86.1,7.13,Chickpea
Loamy,22.1,64.1,51.2,7.31,Chickpea
Black,23.8,39.6,39.0,6.25,Chickpea
Alluvial,17.5,48.7,56.6,6.52,Chickpea
Red,23.3,75.2,176.3,7.28,Soybean
Alluvial,22.1,57.4,77.7,7.49,Wheat
Alluvial,30.7,76.5,134.9,6.95,Maize
Laterite,18.6,57.9,97.6,6.35,Wheat
Alluvial,26.7,78.1,225.8,6.5,Sugarcane
Clay,28.5,70.1,224.0,5.92,Rice
Alluvial,25.2,80.8,67.2,6.79,Tomato
Alluvial,22.5,59.0,59.7,6.05,Tomato
Alluvial,26.4,58.1,73.5,6.67,Maize
Black,27.3,66.3,135.8,6.74,Soybean
Alluvial,21.7,68.6,137.2,6.39,Maize
Sandy,26.8,57.5,59.5,6.99,Groundnut
Black,27.5,51.2,59.0,6.78,Cotton
Loamy,32.0,80.1,182.4,7.27,Banana
Laterite,24.0,62.8,75.4,6.64,Millets
Alluvial,18.3,67.2,55.5,5.96,Wheat
Red,32.6,39.8,71.5,6.05,Millets
Laterite,29.9,86.8,239.7,6.36,Rice
Black,15.1,73.3,71.6,5.94,Potato
Loamy,20.6,68.2,71.2,6.69,Tomato
Alluvial,21.7,70.7,103.7,6.57,Tomato
Red,31.7,75.6,117.3,5.96,Maize
Alluvial,26.4,73.0,64.5,6.88,Maize
Black,27.5,79.5,194.3,7.32,Sugarcane
Laterite,28.9,78.5,285.8,6.81,Rice
Laterite,28.5,81.3,146.0,6.56,Rice
Loamy,21.1,52.4,32.2,7.47,Mustard
Loamy,20.9,65.7,45.8,6.3,Chickpea
Red,29.5,62.5,93.2,6.88,Tomato
Loamy,25.2,51.1,54.8,6.43,Chickpea
Black,19.5,68.4,80.2,6.78,Wheat
Red,29.7,47.4,79.3,7.76,Cotton
Laterite,33.1,67.6,101.7,6.98,Groundnut
Loamy,19.8,56.7,53.9,7.04,Mustard
Red,27.9,60.5,56.6,6.14,Groundnut
Black,24.2,52.5,33.4,6.81,Mustard
Black,34.3,74.3,243.2,6.4,Sugarcane
Clay,33.9,84.2,213.5,6.06,Rice
Alluvial,25.5,74.0,159.4,5.96,Sugarcane
Sandy,21.0,64.5,121.3,5.27,Potato
Alluvial,33.5,76.9,219.6,6.1,Banana
Black,24.5,82.9,238.2,6.02,Sugarcane
Laterite,24.3,59.2,33.0,6.67,Millets
Loamy,30.8,73.6,244.1,7.15,Sugarcane
Alluvial,15.6,55.9,49.6,6.89,Chickpea
Sandy,21.0,79.6,143.2,5.02,Potato
Laterite,23.8,81.5,219.1,6.41,Rice
Sandy,15.3,68.3,90.6,6.09,Potato
Red,33.7,38.8,84.0,7.91,Millets
Red,24.2,59.2,86.0,6.45,Tomato
Loamy,21.0,71.9,62.9,6.8,Tomato
Sandy,15.3,76.4,113.6,6.29,Potato
Loamy,21.6,69.3,47.1,7.03,Onion
Red,29.2,56.5,75.3,6.89,Tomato
Alluvial,28.1,55.0,54.8,6.07,Onion
Red,25.1,71.8,140.1,6.58,Soybean
Sandy,29.9,73.5,103.5,6.47,Soybean
Black,15.1,62.7,79.2,7.06,Mustard
Black,33.2,89.8,186.4,7.2,Sugarcane
Alluvial,24.3,83.3,253.3,6.59,Banana
Loamy,27.8,46.4,91.1,6.94,Groundnut
Sandy,27.5,62.4,106.8,6.99,Groundnut
Loamy,25.3,57.2,72.8,6.57,Onion
Alluvial,31.9,83.3,207.6,6.72,Rice
Loamy,23.5,79.6,109.2,6.47,Soybean
Loamy,29.1,77.0,179.8,7.22,Banana
Alluvial,22.0,39.4,69.2,6.99,Mustard
Loamy,20.2,62.0,117.6,5.64,Potato
Alluvial,34.4,89.0,205.1,7.49,Sugarcane
Black,21.5,50.8,62.5,6.86,Mustard
Loamy,33.2,83.4,234.5,6.93,Sugarcane
Loamy,26.8,61.6,148.9,6.35,Maize
Loamy,23.3,54.1,43.5,7.56,Chickpea
Loamy,28.7,61.3,88.9,6.21,Cotton
Loamy,19.4,72.8,123.6,6.08,Potato
Alluvial,27.5,78.6,131.4,6.05,Banana
Black,23.6,59.9,70.6,7.48,Wheat
Red,27.8,49.2,92.2,6.08,Groundnut
Alluvial,20.7,76.6,96.0,6.97,Tomato
Red,24.4,61.7,81.7,6.7,Groundnut
Red,25.4,78.7,116.9,6.91,Tomato
Loamy,23.8,69.7,67.2,7.02,Wheat
Loamy,26.2,77.0,220.5,6.21,Sugarcane
Black,33.7,80.0,195.4,7.42,Sugarcane
Loamy,24.6,69.9,142.7,6.45,Soybean
Loamy,22.3,62.2,161.3,6.83,Soybean
Alluvial,27.4,58.2,104.7,6.31,Maize
Loamy,33.4,91.2,227.5,6.44,Banana
Loamy,34.0,76.1,209.2,6.94,Banana
Sandy,23.0,68.8,69.3,6.23,Potato
Loamy,26.0,82.5,137.3,6.41,Banana
Alluvial,28.8,79.5,60.1,6.77,Tomato
Laterite,30.9,61.6,47.4,6.63,Groundnut
Loamy,20.6,51.8,89.6,6.7,Onion
Red,29.1,67.4,60.1,7.21,Cotton
Alluvial,18.7,53.0,30.1,6.93,Mustard
Laterite,31.4,41.3,38.6,7.72,Millets
Alluvial,33.4,92.3,280.4,6.76,Rice
Red,27.2,72.9,137.0,6.76,Maize
Alluvial,20.8,60.0,63.5,6.2,Potato
Black,19.9,55.9,53.3,7.35,Mustard
Red,21.1,64.9,148.5,6.19,Maize
Clay,20.8,75.3,48.4,6.21,Onion
Sandy,24.0,78.4,108.0,6.3,Potato
Loamy,25.9,65.1,75.6,6.84,Maize
Laterite,31.8,89.3,191.7,6.96,Banana
Loamy,15.6,53.2,71.6,7.31,Chickpea
Sandy,23.9,82.5,76.9,6.13,Potato
Loamy,19.7,69.4,100.8,6.33,Wheat
Loamy,20.4,67.3,60.9,5.04,Potato
Black,15.4,58.5,59.3,6.06,Mustard
Loamy,21.3,50.6,51.0,6.21,Mustard
Black,25.7,54.6,66.5,7.18,Chickpea
Loamy,27.5,55.4,62.3,6.44,Tomato
Loamy,16.0,58.5,83.2,6.93,Chickpea
Loamy,15.4,57.8,75.0,7.39,Mustard
Laterite,31.4,71.0,165.5,7.2,Banana
Clay,32.5,88.2,223.6,6.69,Rice
Alluvial,29.9,75.6,197.6,7.4,Banana
Loamy,20.8,63.2,58.6,7.78,Chickpea
Laterite,24.5,61.5,102.5,6.15,Groundnut
Black,26.7,83.3,210.1,6.32,Sugarcane
Laterite,27.7,69.9,120.2,6.67,Banana
Loamy,29.9,70.8,97.2,7.33,Soybean
Loamy,19.4,49.9,70.7,7.22,Onion
Alluvial,20.3,60.3,61.9,6.11,Potato
Alluvial,34.0,71.4,168.9,6.2,Rice
Laterite,28.4,71.4,288.1,6.01,Rice
Alluvial,18.8,68.6,85.1,6.47,Onion
Laterite,32.9,65.0,88.4,6.74,Groundnut
Alluvial,26.9,76.4,92.4,6.32,Tomato
Loamy,26.4,66.8,119.2,6.26,Cotton
Black,25.9,41.8,43.7,6.77,Chickpea
Sandy,23.2,63.6,74.6,5.88,Potato
Alluvial,19.9,71.8,86.9,6.23,Tomato
Laterite,32.5,60.1,103.8,6.27,Groundnut
Alluvial,14.9,59.8,71.5,6.06,Potato
Loamy,28.1,71.0,101.5,5.89,Maize
Black,25.4,54.6,62.3,7.25,Chickpea
Laterite,34.2,53.8,84.8,6.47,Groundnut
Alluvial,30.7,67.8,65.7,6.82,Maize
Laterite,25.4,48.2,102.3,6.65,Groundnut
Loamy,18.7,69.8,48.3,6.91,Onion
Red,22.4,80.3,89.7,6.58,Soybean
Loamy,20.7,75.8,67.5,6.07,Potato
Loamy,24.7,57.6,104.2,6.98,Onion
Red,31.1,80.8,97.6,6.79,Soybean
Alluvial,16.2,63.8,108.9,6.15,Potato
Alluvial,28.6,61.2,101.9,6.56,Tomato
Laterite,30.3,85.2,154.7,5.46,Rice
Laterite,25.2,89.6,195.9,5.96,Rice
Desert,30.1,38.2,68.0,6.83,Millets
Red,25.7,53.7,70.6,7.07,Millets
Alluvial,20.1,62.2,119.7,6.98,Tomato
Red,21.3,61.7,103.0,6.17,Tomato
Sandy,33.9,51.8,57.9,5.98,Groundnut
Black,27.5,79.8,107.7,7.21,Soybean
Alluvial,20.5,68.1,118.2,6.19,Potato
Loamy,19.5,45.8,56.4,6.69,Mustard
Alluvial,33.3,80.1,234.6,6.04,Banana
Red,28.5,84.9,122.3,7.5,Soybean
Laterite,24.3,46.5,72.3,7.32,Millets
Red,25.0,68.5,51.4,6.97,Onion
Alluvial,19.5,62.5,57.7,6.55,Chickpea
Alluvial,35.3,92.9,227.7,5.59,Rice
Black,33.1,78.8,205.8,6.53,Sugarcane
Alluvial,25.3,78.2,145.9,6.99,Banana
Loamy,27.1,72.1,93.8,6.99,Tomato
Black,31.8,47.9,87.0,6.45,Cotton
Alluvial,21.3,65.6,98.1,6.39,Maize
Alluvial,28.4,86.9,189.5,6.62,Banana
Loamy,29.1,63.2,79.8,6.46,Onion
Black,36.4,52.2,54.3,7.03,Cotton
Black,22.5,69.6,80.9,6.49,Soybean
Black,18.3,51.2,89.2,6.78,Chickpea
Alluvial,21.1,62.5,89.9,6.22,Onion
Laterite,25.4,85.7,216.3,5.99,Rice
Sandy,23.1,72.9,72.0,5.48,Potato
Red,32.0,64.1,37.7,7.67,Millets
Laterite,34.2,52.9,72.4,6.7,Groundnut
Black,26.3,56.7,103.8,7.32,Cotton
Loamy,28.6,67.9,90.5,6.25,Tomato
Loamy,28.4,62.8,122.4,7.08,Maize
Red,24.2,52.6,71.5,6.37,Groundnut
Sandy,23.8,53.8,95.6,6.52,Groundnut
Black,30.0,68.2,178.1,6.0,Soybean
Alluvial,15.3,60.3,58.2,7.01,Wheat
Red,30.5,68.1,154.0,7.06,Maize
Alluvial,20.7,56.8,83.2,7.18,Wheat
Loamy,14.1,53.8,64.0,6.13,Mustard
Alluvial,30.5,85.6,212.9,6.97,Banana
Black,30.6,77.8,136.1,6.67,Sugarcane
Alluvial,24.4,77.3,73.3,6.65,Tomato
Loamy,29.6,74.0,216.4,6.57,Sugarcane
Alluvial,18.5,61.5,57.1,5.08,Potato
Red,29.5,67.4,107.8,5.8,Maize
Red,30.1,60.8,116.2,6.51,Tomato
Loamy,22.8,52.3,56.3,6.83,Wheat
Loamy,24.2,80.9,106.1,6.51,Tomato
Red,32.3,64.9,75.3,7.89,Cotton
Alluvial,31.7,72.2,216.9,6.74,Sugarcane
Desert,33.1,80.4,234.5,6.25,Sugarcane
Loamy,15.7,85.3,118.6,5.76,Potato
Black,32.5,79.6,143.0,6.37,Sugarcane
Loamy,23.6,74.1,64.0,6.89,Maize
Alluvial,27.0,57.3,98.4,6.22,Maize
Sandy,28.8,45.0,39.6,6.37,Millets
Loamy,18.1,56.7,85.4,6.7,Wheat
Loamy,25.2,39.9,39.2,7.08,Mustard
Black,30.6,81.8,154.0,7.36,Sugarcane
Laterite,25.7,78.9,216.9,5.8,Rice
Alluvial,24.0,42.0,60.7,7.1,Chickpea
Black,17.5,73.6,130.6,6.01,Potato
Alluvial,31.1,72.2,125.4,6.04,Maize
Alluvial,22.9,72.2,103.4,6.0,Tomato
Loamy,24.0,66.1,88.9,6.36,Tomato
Loamy,17.6,69.5,119.1,6.0,Potato
Red,35.8,70.4,115.1,6.22,Cotton
Laterite,17.2,51.7,67.2,7.03,Mustard
Sandy,18.6,67.8,85.5,5.19,Potato
Loamy,22.5,73.0,141.9,6.1,Maize
Alluvial,25.5,89.4,238.6,6.47,Rice
Red,27.1,75.9,91.2,5.99,Soybean
Red,31.3,57.5,92.5,6.72,Groundnut
Red,20.4,72.7,102.3,6.85,Tomato
Alluvial,24.7,54.9,56.2,7.01,Chickpea
Black,18.0,63.5,82.7,7.48,Wheat
Black,27.2,53.5,118.5,7.82,Cotton
Alluvial,24.0,80.6,121.5,6.27,Tomato
Loamy,33.1,53.7,72.3,6.84,Cotton
Loamy,18.4,53.8,31.7,7.21,Mustard
Loamy,30.6,74.6,235.6,6.38,Banana
Loamy,28.5,66.3,102.6,6.21,Cotton
Loamy,22.5,60.8,85.7,5.3,Potato
Loamy,20.2,60.9,59.7,6.17,Onion
Alluvial,21.7,66.9,107.4,7.53,Onion
Loamy,22.0,64.7,86.6,7.38,Chickpea
Laterite,30.5,73.9,274.3,6.45,Rice
Loamy,17.0,60.1,72.8,6.88,Wheat
Alluvial,25.8,72.2,221.1,5.77,Rice
Loamy,23.6,64.0,112.8,6.51,Tomato
Alluvial,30.0,80.7,217.3,6.71,Sugarcane
Loamy,31.2,63.5,72.1,7.77,Cotton
Red,20.7,80.6,80.0,6.97,Maize
Red,21.9,56.6,94.0,6.8,Maize
Black,20.9,50.7,75.4,7.1,Mustard
Desert,25.3,63.2,61.8,7.55,Millets
Loamy,25.4,57.5,77.1,5.96,Mustard
Laterite,25.6,82.1,145.5,7.34,Banana
Loamy,24.3,75.5,94.9,7.52,Onion
Loamy,17.0,54.2,44.4,7.48,Wheat
Alluvial,22.1,76.0,70.0,5.07,Potato
Alluvial,25.7,62.4,52.3,7.03,Tomato
Red,28.9,62.7,114.3,6.21,Tomato
Sandy,33.6,45.2,109.3,6.67,Groundnut
Loamy,21.2,73.2,94.2,7.43,Onion
Black,20.9,66.1,68.2,6.97,Wheat
Red,31.8,56.5,91.2,6.11,Maize
Red,27.3,61.3,64.3,6.56,Groundnut
Laterite,25.8,48.8,91.6,7.0,Groundnut
Laterite,27.1,83.3,145.8,6.02,Banana
Alluvial,28.5,91.2,250.8,6.18,Banana
Red,21.2,67.8,72.1,6.75,Tomato
Alluvial,29.1,69.6,109.1,6.48,Maize
Sandy,33.0,63.0,53.4,6.14,Groundnut
Black,28.0,77.6,154.7,6.39,Sugarcane
Laterite,31.2,73.8,143.9,7.4,Banana
Sandy,28.5,58.3,66.1,6.66,Groundnut
Alluvial,21.2,75.0,96.7,6.21,Maize
Loamy,19.4,59.6,65.1,7.68,Chickpea
Loamy,22.2,59.1,75.4,5.43,Potato
Alluvial,32.2,71.1,295.6,5.65,Rice
Black,27.1,68.5,58.4,6.63,Cotton
Red,34.3,55.6,66.8,5.58,Millets
Loamy,27.7,68.6,74.1,8.01,Cotton
Black,34.1,83.3,214.1,6.79,Sugarcane
Alluvial,17.7,81.9,115.9,5.27,Potato
Red,35.0,50.6,89.4,6.41,Cotton
Alluvial,30.5,89.7,264.8,6.28,Banana
Laterite,34.6,79.8,193.8,6.29,Rice
Sandy,19.8,71.2,98.5,6.18,Potato
Loamy,28.7,55.6,72.5,6.25,Maize
Alluvial,18.0,50.6,78.9,6.96,Mustard
Loamy,21.2,59.7,154.1,7.08,Maize
Loamy,19.4,50.5,78.2,6.14,Wheat
Alluvial,15.7,64.1,137.8,6.02,Potato
Sandy,33.4,57.1,101.8,6.53,Groundnut
Red,29.8,58.3,68.3,6.61,Tomato
Laterite,30.9,87.1,142.5,6.34,Banana
Loamy,32.0,75.0,76.9,5.99,Soybean
Alluvial,26.5,83.4,203.3,6.3,Sugarcane
Loamy,23.2,54.3,63.2,6.34,Chickpea
Red,33.5,47.1,94.8,6.08,Groundnut
Sandy,29.2,51.2,35.9,7.19,Millets
Loamy,28.5,61.6,91.0,6.14,Cotton
Sandy,33.1,43.5,60.3,6.82,Millets
Sandy,20.0,72.4,122.8,5.48,Potato
Loamy,25.5,76.3,264.1,6.72,Banana
Black,23.4,63.2,49.0,7.15,Chickpea
Loamy,27.2,78.8,88.4,5.93,Maize
Alluvial,21.2,64.7,31.2,7.25,Mustard
Laterite,31.3,92.4,130.1,6.39,Banana
Laterite,27.2,79.3,243.0,6.34,Rice
Laterite,30.4,46.8,86.7,7.92,Millets
Alluvial,26.2,67.7,133.5,6.15,Maize
Loamy,27.7,72.9,95.4,7.51,Onion
Red,31.3,55.8,77.0,6.42,Cotton
Red,24.3,64.8,70.4,6.04,Maize
Red,23.3,70.8,102.1,6.03,Tomato
Alluvial,18.6,65.1,76.7,7.16,Mustard
Loamy,25.5,71.8,125.0,6.76,Banana
Alluvial,30.1,54.4,78.4,6.79,Tomato
Alluvial,19.2,46.4,79.2,6.42,Chickpea
Sandy,19.7,61.2,96.8,5.99,Potato
Clay,25.5,76.4,167.1,6.95,Banana
Black,22.0,59.4,71.7,6.65,Wheat
Loamy,26.9,61.3,166.4,6.23,Soybean
Black,25.7,77.1,150.3,7.51,Soybean
Desert,32.6,49.8,87.2,6.7,Millets
Alluvial,30.2,83.4,155.5,7.47,Banana
Desert,24.8,36.1,76.5,6.21,Millets
Alluvial,31.8,85.1,254.0,6.51,Sugarcane
Black,26.6,89.0,172.0,6.27,Sugarcane
Alluvial,19.2,46.3,41.8,6.21,Chickpea
Alluvial,21.0,57.0,38.9,6.23,Chickpea
Alluvial,25.4,55.1,97.2,7.04,Onion
Loamy,20.4,66.3,87.5,7.37,Wheat
Loamy,27.7,66.8,152.0,7.26,Soybean
Alluvial,27.7,53.5,93.4,6.27,Groundnut
Black,24.7,68.1,141.3,6.88,Soybean
Red,27.5,60.1,98.3,6.34,Groundnut
Black,25.2,81.5,188.3,6.35,Sugarcane
Loamy,27.3,49.7,61.1,6.29,Cotton
Black,25.1,56.6,67.1,7.38,Chickpea
Alluvial,22.5,53.5,44.9,5.96,Mustard
Sandy,34.4,38.3,50.8,6.12,Millets
Loamy,26.1,59.8,88.4,7.49,Chickpea
Sandy,25.3,63.8,88.0,7.49,Millets
Red,27.8,63.4,106.8,6.44,Tomato
Sandy,19.6,84.3,92.2,5.09,Potato
Loamy,24.6,74.4,101.9,7.46,Soybean
Clay,16.3,62.7,62.2,6.98,Wheat
Loamy,20.4,66.7,51.7,6.26,Onion
Alluvial,29.2,74.5,236.7,6.24,Rice
Black,29.9,80.4,216.5,6.76,Sugarcane
Loamy,28.2,72.6,246.8,6.04,Banana
Loamy,22.5,70.5,141.4,6.98,Maize
Loamy,34.8,60.7,104.7,6.99,Cotton
Loamy,15.8,64.7,56.1,7.54,Chickpea
Desert,26.5,56.4,42.0,7.43,Millets
Black,22.7,42.3,61.0,6.88,Mustard
Sandy,20.9,61.3,126.8,5.88,Potato
Loamy,16.0,70.2,96.4,7.42,Wheat
Loamy,21.1,58.5,87.2,6.68,Wheat
Loamy,24.1,59.6,104.2,7.1,Onion
Alluvial,26.8,83.9,223.5,6.48,Sugarcane
Red,32.6,42.0,51.4,7.68,Millets
Black,27.6,70.3,139.1,7.53,Sugarcane
Red,28.5,50.3,53.1,6.66,Cotton
Loamy,23.0,42.8,30.2,7.06,Mustard
Black,23.8,46.2,38.7,6.65,Mustard
Laterite,25.3,70.2,166.4,6.73,Rice
Alluvial,25.8,81.5,219.9,5.82,Rice
Sandy,33.3,65.2,73.2,6.97,Groundnut
Sandy,27.7,52.6,94.5,5.9,Millets
Laterite,27.5,48.3,55.2,6.07,Groundnut
Desert,36.1,45.0,79.2,7.55,Cotton
Red,34.3,77.4,159.3,6.13,Sugarcane
Laterite,27.5,69.6,97.2,6.81,Groundnut
Loamy,34.1,86.0,176.8,7.37,Banana
Alluvial,28.8,70.7,99.9,7.35,Onion
Sandy,24.5,69.0,121.6,7.14,Soybean
Alluvial,25.5,54.5,105.6,6.87,Onion
Desert,27.2,51.8,87.9,6.64,Millets
Loamy,32.7,50.7,89.3,7.62,Cotton
Black,23.5,74.8,105.2,6.26,Onion
Red,26.5,35.2,83.3,6.96,Millets
Red,31.7,54.1,71.5,6.12,Maize
Loamy,20.6,43.3,63.6,7.71,Chickpea
Laterite,31.7,91.7,190.5,7.37,Banana
Laterite,26.3,77.0,294.7,5.53,Rice
Loamy,19.7,65.7,95.6,7.31,Onion
Alluvial,20.5,43.0,81.4,6.44,Chickpea
Sandy,27.5,48.5,55.7,6.26,Groundnut
Alluvial,25.8,72.5,60.3,6.94,Maize
Black,35.0,68.6,72.4,6.41,Cotton
Loamy,19.9,63.3,64.9,6.97,Onion
Loamy,23.6,75.5,197.4,6.8,Banana
Loamy,23.9,70.7,87.0,6.25,Tomato
Loamy,26.3,65.4,87.2,6.77,Tomato
Red,23.1,73.9,121.7,7.53,Soybean
Sandy,32.0,63.9,82.3,6.85,Millets
Loamy,31.3,58.5,64.6,7.21,Cotton
Laterite,23.4,54.1,115.3,6.85,Tomato
Red,23.9,66.2,101.0,7.02,Tomato
Clay,29.6,80.8,198.0,6.06,Rice
Black,29.8,46.9,116.7,7.21,Cotton
Red,29.8,67.5,102.6,6.87,Tomato
Alluvial,18.7,83.4,81.8,5.2,Potato
Red,29.5,68.4,128.7,6.2,Soybean
Red,22.8,83.3,156.3,6.48,Soybean
Desert,34.4,58.0,67.0,6.09,Millets
Clay,34.0,81.9,244.7,5.84,Rice
Black,15.1,67.9,61.0,6.94,Wheat
Black,30.4,89.0,184.8,6.87,Sugarcane
Alluvial,20.3,57.5,69.0,7.8,Chickpea
Loamy,34.2,56.5,110.0,7.4,Cotton
Alluvial,31.4,92.2,175.0,7.2,Banana
Red,22.0,70.7,128.8,6.53,Tomato
Alluvial,26.2,69.9,47.1,6.95,Onion
Black,23.0,55.5,78.9,6.3,Onion
Alluvial,19.9,40.8,61.5,6.77,Chickpea
Laterite,27.6,77.1,118.7,6.05,Banana
Laterite,31.2,76.0,185.8,6.27,Rice
Laterite,26.2,50.8,93.1,6.97,Groundnut
Alluvial,15.6,68.8,91.1,5.24,Potato
Alluvial,23.4,54.7,84.7,6.06,Wheat
Alluvial,27.8,90.9,210.1,7.17,Banana
Sandy,35.5,52.2,57.8,6.97,Millets
Black,15.7,54.1,92.7,6.59,Wheat
Black,35.0,64.9,55.3,7.94,Cotton
Loamy,23.4,80.2,174.7,7.43,Soybean
